date_of_campaign,facebook_ad_views,facebook_ad_clicks,facebook_ad_conversions,facebook_cost_per_ad,facebook_ctr,facebook_conversion_rate,facebook_cost_per_click,adword_ad_views,adword_ad_clicks,adword_ad_conversions,adword_cost_per_ad,adword_ctr,adword_conversion_rate,adword_cost_per_click
2024-11-07,4619,184,74,174.8,3.98,40.22,0.95,9037,451,33,93.87,4.99,7.32,0.21
2024-11-08,3320,132,47,68.64,3.98,35.61,0.52,10196,508,30,73.8,4.98,5.91,0.15
2024-11-09,4342,173,64,96.88,3.98,36.99,0.56,8360,417,14,125.26,4.99,3.36,0.3
2024-11-10,4636,185,71,164.65,3.99,38.38,0.89,11287,563,51,92.26,4.99,9.06,0.16
2024-11-11,5376,215,76,232.2,4.0,35.35,1.08,11825,590,20,134.84,4.99,3.39,0.23
2024-11-12,5832,233,73,223.68,4.0,31.33,0.96,9261,462,47,135.99,4.99,10.17,0.29
2024-11-13,5824,232,85,259.84,3.98,36.64,1.12,9621,480,20,69.19,4.99,4.17,0.14
2024-11-14,4994,199,67,195.02,3.98,33.67,0.98,7956,397,10,136.52,4.99,2.52,0.34
2024-11-15,5958,238,81,276.08,3.99,34.03,1.16,7380,368,51,89.46,4.99,13.86,0.24
2024-11-16,4943,197,70,141.84,3.99,35.53,0.72,10649,531,5,111.7,4.99,0.94,0.21
2024-11-17,5038,201,73,122.61,3.99,36.32,0.61,11893,593,55,62.78,4.99,9.27,0.11
2024-11-18,4118,164,58,180.4,3.98,35.37,1.1,7238,361,35,131.11,4.99,9.7,0.36
2024-11-19,4604,184,67,180.32,4.0,36.41,0.98,8105,404,19,111.33,4.98,4.7,0.28
2024-11-20,5365,214,71,113.42,3.99,33.18,0.53,8386,418,10,111.48,4.98,2.39,0.27
2024-11-21,3235,129,44,113.52,3.99,34.11,0.88,9552,476,19,132.17,4.98,3.99,0.28
2024-11-22,4969,198,73,120.78,3.98,36.87,0.61,9249,461,55,100.67,4.98,11.93,0.22
2024-11-23,3333,133,55,136.99,3.99,41.35,1.03,8527,425,59,92.84,4.98,13.88,0.22
2024-11-24,4908,196,79,176.4,3.99,40.31,0.9,8667,432,22,129.29,4.98,5.09,0.3
2024-11-25,3375,135,49,149.85,4.0,36.3,1.11,11132,555,7,119.39,4.99,1.26,0.22
2024-11-26,4160,166,62,217.46,3.99,37.35,1.31,9691,483,38,135.92,4.98,7.87,0.28
2024-11-27,5635,225,88,180.0,3.99,39.11,0.8,10672,532,40,135.21,4.99,7.52,0.25
2024-11-28,4570,182,60,265.72,3.98,32.97,1.46,8996,448,27,90.59,4.98,6.03,0.2
2024-11-29,5560,222,80,230.88,3.99,36.04,1.04,8425,420,53,95.76,4.99,12.62,0.23
2024-11-30,4319,172,64,192.64,3.98,37.21,1.12,9812,489,23,80.48,4.98,4.7,0.16
2024-12-01,5965,238,90,280.84,3.99,37.82,1.18,10247,511,37,112.85,4.99,7.24,0.22
2024-12-02,4855,194,62,226.98,4.0,31.96,1.17,9592,478,44,89.16,4.98,9.21,0.19
2024-12-03,4372,174,56,175.74,3.98,32.18,1.01,8490,423,29,122.89,4.98,6.86,0.29
2024-12-04,3872,154,54,143.22,3.98,35.06,0.93,8224,410,47,69.72,4.99,11.46,0.17
2024-12-05,4252,170,61,93.5,4.0,35.88,0.55,9587,478,14,69.31,4.99,2.93,0.15
2024-12-06,5317,212,79,110.24,3.99,37.26,0.52,10064,502,39,76.36,4.99,7.77,0.15
2024-12-07,4851,194,70,166.84,4.0,36.08,0.86,7832,390,46,66.74,4.98,11.79,0.17
2024-12-08,5845,233,80,193.39,3.99,34.33,0.83,11692,583,28,109.6,4.99,4.8,0.19
2024-12-09,4314,172,62,153.08,3.99,36.05,0.89,9440,471,26,71.79,4.99,5.52,0.15
2024-12-10,3724,148,53,94.72,3.97,35.81,0.64,11795,588,5,72.8,4.99,0.85,0.12
2024-12-11,5052,202,79,250.48,4.0,39.11,1.24,8646,431,30,61.14,4.98,6.96,0.14
2024-12-12,5898,235,83,319.6,3.98,35.32,1.36,7440,371,19,122.57,4.99,5.12,0.33
2024-12-13,3077,123,41,177.12,4.0,33.33,1.44,8529,425,19,124.98,4.98,4.47,0.29
2024-12-14,5621,224,80,221.76,3.99,35.71,0.99,9965,497,48,72.96,4.99,9.66,0.15
2024-12-15,3131,125,44,150.0,3.99,35.2,1.2,9367,467,12,119.16,4.99,2.57,0.26
2024-12-16,3600,144,42,195.84,4.0,29.17,1.36,10286,513,49,94.68,4.99,9.55,0.18
2024-12-17,4772,190,66,174.8,3.98,34.74,0.92,11663,582,10,79.17,4.99,1.72,0.14
2024-12-18,4065,162,56,131.22,3.99,34.57,0.81,11331,565,41,109.71,4.99,7.26,0.19
2024-12-19,5136,205,69,295.2,3.99,33.66,1.44,8304,414,47,74.28,4.99,11.35,0.18
2024-12-20,5449,217,81,221.34,3.98,37.33,1.02,10034,500,17,120.55,4.98,3.4,0.24
2024-12-21,5343,213,70,213.0,3.99,32.86,1.0,10688,533,53,63.81,4.99,9.94,0.12
2024-12-22,4863,194,70,131.92,3.99,36.08,0.68,10973,547,36,136.73,4.98,6.58,0.25
2024-12-23,4318,172,59,104.92,3.98,34.3,0.61,8185,408,49,65.75,4.98,12.01,0.16
2024-12-24,3615,144,50,192.96,3.98,34.72,1.34,10262,512,25,106.36,4.99,4.88,0.21
2024-12-25,5847,233,83,258.63,3.98,35.62,1.11,9107,454,44,132.18,4.99,9.69,0.29
2024-12-26,5469,218,69,180.94,3.99,31.65,0.83,8840,441,55,60.95,4.99,12.47,0.14
2024-12-27,4888,195,69,134.55,3.99,35.38,0.69,11320,564,49,99.88,4.98,8.69,0.18
2024-12-28,4046,161,67,170.66,3.98,41.61,1.06,9747,486,22,88.0,4.99,4.53,0.18
2024-12-29,3574,142,41,153.36,3.97,28.87,1.08,11677,582,12,106.43,4.98,2.06,0.18
2024-12-30,5190,207,72,146.97,3.99,34.78,0.71,11264,562,23,78.04,4.99,4.09,0.14
2024-12-31,3992,159,61,214.65,3.98,38.36,1.35,10133,505,38,65.19,4.98,7.52,0.13
2025-01-01,5712,228,81,132.24,3.99,35.53,0.58,10420,520,14,110.07,4.99,2.69,0.21
2025-01-02,5192,207,75,178.02,3.99,36.23,0.86,8465,422,55,93.35,4.99,13.03,0.22
2025-01-03,4248,169,47,199.42,3.98,27.81,1.18,11109,554,18,109.8,4.99,3.25,0.2
2025-01-04,3502,140,51,107.8,4.0,36.43,0.77,9211,459,29,76.84,4.98,6.32,0.17
2025-01-05,4997,199,65,264.67,3.98,32.66,1.33,9804,489,26,87.1,4.99,5.32,0.18
2025-01-06,3820,152,54,188.48,3.98,35.53,1.24,8543,426,25,104.93,4.99,5.87,0.25
2025-01-07,5151,206,71,265.74,4.0,34.47,1.29,8689,433,34,107.45,4.98,7.85,0.25
2025-01-08,4970,198,80,122.76,3.98,40.4,0.62,8571,427,10,89.79,4.98,2.34,0.21
2025-01-09,3197,127,47,81.28,3.97,37.01,0.64,11541,576,19,82.4,4.99,3.3,0.14
2025-01-10,4669,186,64,146.94,3.98,34.41,0.79,10279,513,52,81.9,4.99,10.14,0.16
2025-01-11,5626,225,71,229.5,4.0,31.56,1.02,10541,526,36,73.98,4.99,6.84,0.14
2025-01-12,5438,217,76,271.25,3.99,35.02,1.25,11811,589,5,86.03,4.99,0.85,0.15
2025-01-13,4202,168,62,225.12,4.0,36.9,1.34,10023,500,48,75.96,4.99,9.6,0.15
2025-01-14,5601,224,77,268.8,4.0,34.38,1.2,7818,390,18,110.71,4.99,4.62,0.28
2025-01-15,4471,178,59,254.54,3.98,33.15,1.43,11521,575,10,105.53,4.99,1.74,0.18
2025-01-16,4646,185,61,229.4,3.98,32.97,1.24,8124,405,26,90.61,4.99,6.42,0.22
2025-01-17,4692,187,68,151.47,3.99,36.36,0.81,11945,596,32,86.07,4.99,5.37,0.14
2025-01-18,4312,172,63,132.44,3.99,36.63,0.77,8129,405,50,79.01,4.98,12.35,0.2
2025-01-19,5035,201,77,241.2,3.99,38.31,1.2,8702,434,13,102.84,4.99,3.0,0.24
2025-01-20,3477,139,43,95.91,4.0,30.94,0.69,9001,449,6,133.51,4.99,1.34,0.3
2025-01-21,4254,170,62,100.3,4.0,36.47,0.59,10878,542,54,114.86,4.98,9.96,0.21
2025-01-22,3922,156,53,160.68,3.98,33.97,1.03,11372,567,8,119.55,4.99,1.41,0.21
2025-01-23,3419,136,47,179.52,3.98,34.56,1.32,8806,439,22,126.75,4.99,5.01,0.29
2025-01-24,5204,208,74,124.8,4.0,35.58,0.6,9947,496,45,88.13,4.99,9.07,0.18
2025-01-25,5597,223,80,287.67,3.98,35.87,1.29,10209,509,34,65.03,4.99,6.68,0.13
2025-01-26,4120,164,60,214.84,3.98,36.59,1.31,9152,456,39,109.8,4.98,8.55,0.24
2025-01-27,3950,158,50,154.84,4.0,31.65,0.98,11641,580,50,75.09,4.98,8.62,0.13
2025-01-28,5336,213,70,119.28,3.99,32.86,0.56,11205,559,27,105.52,4.99,4.83,0.19
2025-01-29,4277,171,67,114.57,4.0,39.18,0.67,7544,376,12,119.16,4.98,3.19,0.32
2025-01-30,5243,209,72,252.89,3.99,34.45,1.21,9401,469,25,122.69,4.99,5.33,0.26
2025-01-31,5645,225,80,272.25,3.99,35.56,1.21,11838,590,30,84.15,4.98,5.08,0.14
2025-02-01,4857,194,73,271.6,3.99,37.63,1.4,9364,467,26,100.99,4.99,5.57,0.22
2025-02-02,3516,140,51,151.2,3.98,36.43,1.08,8289,413,16,109.68,4.98,3.87,0.27
2025-02-03,4658,186,67,115.32,3.99,36.02,0.62,10765,537,35,125.56,4.99,6.52,0.23
2025-02-04,4865,194,72,120.28,3.99,37.11,0.62,8875,442,30,120.91,4.98,6.79,0.27
2025-02-05,5912,236,72,287.92,3.99,30.51,1.22,11428,570,14,139.04,4.99,2.46,0.24
2025-02-06,4141,165,55,112.2,3.98,33.33,0.68,11687,583,46,60.65,4.99,7.89,0.1
2025-02-07,5853,234,84,194.22,4.0,35.9,0.83,7782,388,21,95.0,4.99,5.41,0.24
2025-02-08,4932,197,75,195.03,3.99,38.07,0.99,7539,376,11,80.48,4.99,2.93,0.21
2025-02-09,3814,152,53,79.04,3.99,34.87,0.52,9782,488,25,69.59,4.99,5.12,0.14
2025-02-10,5275,211,69,158.25,4.0,32.7,0.75,9668,482,16,132.92,4.99,3.32,0.28
2025-02-11,4900,196,64,178.36,4.0,32.65,0.91,11714,584,43,139.84,4.99,7.36,0.24
2025-02-12,5263,210,77,163.8,3.99,36.67,0.78,10937,545,52,74.45,4.98,9.54,0.14
2025-02-13,5995,239,82,152.96,3.99,34.31,0.64,9956,496,27,63.07,4.98,5.44,0.13
2025-02-14,5062,202,70,248.46,3.99,34.65,1.23,10722,535,20,82.0,4.99,3.74,0.15
2025-02-15,5094,203,74,265.93,3.99,36.45,1.31,10867,542,57,126.79,4.99,10.52,0.23
2025-02-16,5371,214,60,162.64,3.98,28.04,0.76,8833,440,39,83.51,4.98,8.86,0.19
2025-02-17,5891,235,92,298.45,3.99,39.15,1.27,9146,456,19,64.55,4.99,4.17,0.14
2025-02-18,3129,125,40,111.25,3.99,32.0,0.89,9170,457,20,64.2,4.98,4.38,0.14
2025-02-19,3094,123,44,124.23,3.98,35.77,1.01,10391,518,42,94.19,4.99,8.11,0.18
2025-02-20,5674,226,70,307.36,3.98,30.97,1.36,8616,430,33,134.55,4.99,7.67,0.31
2025-02-21,5802,232,79,290.0,4.0,34.05,1.25,11617,579,37,82.87,4.98,6.39,0.14
2025-02-22,4955,198,75,259.38,4.0,37.88,1.31,7916,395,24,94.17,4.99,6.08,0.24
2025-02-23,3793,151,43,96.64,3.98,28.48,0.64,11812,589,55,68.15,4.99,9.34,0.12
2025-02-24,4834,193,73,110.01,3.99,37.82,0.57,9756,486,6,99.49,4.98,1.23,0.2
2025-02-25,5116,204,70,283.56,3.99,34.31,1.39,8936,445,51,115.72,4.98,11.46,0.26
2025-02-26,4683,187,67,166.43,3.99,35.83,0.89,11042,551,31,81.69,4.99,5.63,0.15
2025-02-27,3010,120,45,94.8,3.99,37.5,0.79,10091,503,13,83.74,4.98,2.58,0.17
2025-02-28,4865,194,70,236.68,3.99,36.08,1.22,11655,581,16,127.36,4.98,2.75,0.22
2025-03-01,5919,236,78,316.24,3.99,33.05,1.34,7968,397,51,60.83,4.98,12.85,0.15
2025-03-02,5597,223,76,303.28,3.98,34.08,1.36,10364,517,13,110.92,4.99,2.51,0.21
2025-03-03,3711,148,44,121.36,3.99,29.73,0.82,10203,509,55,91.51,4.99,10.81,0.18
2025-03-04,5070,202,73,272.7,3.98,36.14,1.35,7889,393,14,83.87,4.98,3.56,0.21
2025-03-05,3814,152,61,82.08,3.99,40.13,0.54,7792,388,35,112.61,4.98,9.02,0.29
2025-03-06,3345,133,37,73.15,3.98,27.82,0.55,10458,521,56,126.77,4.98,10.75,0.24
2025-03-07,5349,213,70,238.56,3.98,32.86,1.12,7981,398,23,104.67,4.99,5.78,0.26
2025-03-08,3362,134,45,75.04,3.99,33.58,0.56,10531,525,14,62.49,4.99,2.67,0.12
2025-03-09,5443,217,76,177.94,3.99,35.02,0.82,10529,525,52,96.91,4.99,9.9,0.18
2025-03-10,5265,210,77,245.7,3.99,36.67,1.17,7801,389,11,97.02,4.99,2.83,0.25
2025-03-11,5188,207,71,173.88,3.99,34.3,0.84,7042,351,21,103.5,4.98,5.98,0.29
2025-03-12,3984,159,54,108.12,3.99,33.96,0.68,10349,516,44,113.68,4.99,8.53,0.22
2025-03-13,4639,185,70,144.3,3.99,37.84,0.78,8777,438,37,61.55,4.99,8.45,0.14
2025-03-14,3827,153,56,146.88,4.0,36.6,0.96,10201,509,43,100.16,4.99,8.45,0.2
2025-03-15,5730,229,82,224.42,4.0,35.81,0.98,7349,366,17,107.06,4.98,4.64,0.29
2025-03-16,3355,134,47,171.52,3.99,35.07,1.28,8567,427,54,87.47,4.98,12.65,0.2
2025-03-17,4347,173,65,216.25,3.98,37.57,1.25,8129,405,7,113.47,4.98,1.73,0.28
2025-03-18,5935,237,79,227.52,3.99,33.33,0.96,9959,497,12,78.25,4.99,2.41,0.16
2025-03-19,4863,194,63,261.9,3.99,32.47,1.35,10787,538,18,85.39,4.99,3.35,0.16
2025-03-20,3126,125,47,76.25,4.0,37.6,0.61,8780,438,23,137.02,4.99,5.25,0.31
2025-03-21,3603,144,42,109.44,4.0,29.17,0.76,7583,378,40,87.85,4.98,10.58,0.23
2025-03-22,4928,197,69,262.01,4.0,35.03,1.33,11527,575,17,87.72,4.99,2.96,0.15
2025-03-23,4013,160,54,140.8,3.99,33.75,0.88,10377,517,52,107.65,4.98,10.06,0.21
2025-03-24,3050,122,35,180.56,4.0,28.69,1.48,10401,519,39,137.68,4.99,7.51,0.27
2025-03-25,5826,233,76,226.01,4.0,32.62,0.97,10185,508,15,138.65,4.99,2.95,0.27
2025-03-26,4430,177,61,228.33,4.0,34.46,1.29,9194,458,30,106.37,4.98,6.55,0.23
2025-03-27,4792,191,72,171.9,3.99,37.7,0.9,8162,407,16,60.09,4.99,3.93,0.15
2025-03-28,5861,234,78,215.28,3.99,33.33,0.92,7298,364,40,132.05,4.99,10.99,0.36
2025-03-29,4636,185,70,162.8,3.99,37.84,0.88,10347,516,8,105.62,4.99,1.55,0.2
2025-03-30,4645,185,65,225.7,3.98,35.14,1.22,8939,446,45,89.28,4.99,10.09,0.2
2025-03-31,5467,218,82,228.9,3.99,37.61,1.05,7788,388,23,126.34,4.98,5.93,0.33
2025-04-01,4205,168,55,241.92,4.0,32.74,1.44,11945,596,39,91.99,4.99,6.54,0.15
2025-04-02,5872,234,81,175.5,3.99,34.62,0.75,9889,493,22,62.72,4.99,4.46,0.13
2025-04-03,4854,194,69,116.4,4.0,35.57,0.6,8377,418,46,125.69,4.99,11.0,0.3
2025-04-04,3566,142,48,126.38,3.98,33.8,0.89,8949,446,58,103.67,4.98,13.0,0.23
2025-04-05,5418,216,80,241.92,3.99,37.04,1.12,10272,512,36,87.05,4.98,7.03,0.17
2025-04-06,3935,157,43,213.52,3.99,27.39,1.36,7877,393,38,80.07,4.99,9.67,0.2
2025-04-07,4934,197,81,167.45,3.99,41.12,0.85,10742,536,23,107.5,4.99,4.29,0.2
2025-04-08,5708,228,84,262.2,3.99,36.84,1.15,8577,428,28,76.64,4.99,6.54,0.18
2025-04-09,4332,173,59,147.05,3.99,34.1,0.85,10139,506,58,85.91,4.99,11.46,0.17
2025-04-10,3201,128,42,143.36,4.0,32.81,1.12,9492,473,40,110.92,4.98,8.46,0.23
2025-04-11,5360,214,70,295.32,3.99,32.71,1.38,9755,486,43,130.52,4.98,8.85,0.27
2025-04-12,3116,124,46,90.52,3.98,37.1,0.73,8903,444,10,102.63,4.99,2.25,0.23
2025-04-13,3936,157,59,141.3,3.99,37.58,0.9,8382,418,57,120.73,4.99,13.64,0.29
2025-04-14,3574,142,48,211.58,3.97,33.8,1.49,11240,560,48,121.04,4.98,8.57,0.22
2025-04-15,5291,211,79,289.07,3.99,37.44,1.37,9322,465,45,113.15,4.99,9.68,0.24
2025-04-16,3536,141,44,149.46,3.99,31.21,1.06,9556,476,33,79.67,4.98,6.93,0.17
2025-04-17,4625,185,59,188.7,4.0,31.89,1.02,8861,442,56,129.34,4.99,12.67,0.29
2025-04-18,5122,204,80,159.12,3.98,39.22,0.78,8866,442,51,94.9,4.99,11.54,0.21
2025-04-19,3385,135,50,137.7,3.99,37.04,1.02,11047,551,9,63.54,4.99,1.63,0.12
2025-04-20,3474,138,55,186.3,3.97,39.86,1.35,10175,507,45,79.57,4.98,8.88,0.16
2025-04-21,3417,136,43,161.84,3.98,31.62,1.19,8098,404,35,121.24,4.99,8.66,0.3
2025-04-22,5394,215,70,169.85,3.99,32.56,0.79,8734,435,45,65.53,4.98,10.34,0.15
2025-04-23,5687,227,77,158.9,3.99,33.92,0.7,11663,582,20,71.79,4.99,3.44,0.12
2025-04-24,3938,157,50,120.89,3.99,31.85,0.77,10416,519,28,115.54,4.98,5.39,0.22
2025-04-25,3954,158,58,105.86,4.0,36.71,0.67,11626,580,53,131.41,4.99,9.14,0.23
2025-04-26,3875,155,50,93.0,4.0,32.26,0.6,7680,383,10,110.7,4.99,2.61,0.29
2025-04-27,3762,150,46,138.0,3.99,30.67,0.92,9070,452,7,77.78,4.98,1.55,0.17
2025-04-28,4202,168,59,102.48,4.0,35.12,0.61,11824,590,5,64.27,4.99,0.85,0.11
2025-04-29,4205,168,52,112.56,4.0,30.95,0.67,8729,435,39,109.21,4.98,8.97,0.25
2025-04-30,3663,146,42,153.3,3.99,28.77,1.05,9191,458,53,63.79,4.98,11.57,0.14
2025-05-01,3024,120,42,79.2,3.97,35.0,0.66,7667,382,25,109.02,4.98,6.54,0.29
2025-05-02,4990,199,60,111.44,3.99,30.15,0.56,8612,429,47,78.05,4.98,10.96,0.18
2025-05-03,4203,168,62,137.76,4.0,36.9,0.82,7680,383,27,132.37,4.99,7.05,0.35
2025-05-04,3709,148,44,106.56,3.99,29.73,0.72,7972,397,9,98.01,4.98,2.27,0.25
2025-05-05,4879,195,57,198.9,4.0,29.23,1.02,9846,491,10,77.92,4.99,2.04,0.16
2025-05-06,4184,167,56,100.2,3.99,33.53,0.6,9132,455,19,128.25,4.98,4.18,0.28
2025-05-07,5224,208,73,260.0,3.98,35.1,1.25,9463,472,6,80.32,4.99,1.27,0.17
2025-05-08,3284,131,48,184.71,3.99,36.64,1.41,9529,475,29,84.53,4.98,6.11,0.18
2025-05-09,3062,122,43,151.28,3.98,35.25,1.24,9503,474,22,126.74,4.99,4.64,0.27
2025-05-10,4002,160,50,164.8,4.0,31.25,1.03,11922,595,34,84.7,4.99,5.71,0.14
2025-05-11,3661,146,54,198.56,3.99,36.99,1.36,11392,568,7,92.81,4.99,1.23,0.16
2025-05-12,5713,228,84,271.32,3.99,36.84,1.19,10183,508,6,87.81,4.99,1.18,0.17
2025-05-13,5203,208,66,106.08,4.0,31.73,0.51,11033,550,26,69.31,4.99,4.73,0.13
2025-05-14,4492,179,61,159.31,3.98,34.08,0.89,10167,507,7,63.11,4.99,1.38,0.12
2025-05-15,3966,158,53,213.3,3.98,33.54,1.35,9997,498,52,117.96,4.98,10.44,0.24
2025-05-16,3848,153,54,130.05,3.98,35.29,0.85,10227,510,53,111.61,4.99,10.39,0.22
2025-05-17,4107,164,56,88.56,3.99,34.15,0.54,9152,456,51,82.59,4.98,11.18,0.18
2025-05-18,3688,147,51,183.75,3.99,34.69,1.25,8728,435,9,83.65,4.98,2.07,0.19
2025-05-19,3147,125,46,162.5,3.97,36.8,1.3,9024,450,25,135.6,4.99,5.56,0.3
2025-05-20,3341,133,40,87.78,3.98,30.08,0.66,7329,365,23,139.01,4.98,6.3,0.38
2025-05-21,5523,220,80,228.8,3.98,36.36,1.04,9486,473,35,97.87,4.99,7.4,0.21
2025-05-22,4086,163,62,112.47,3.99,38.04,0.69,8155,407,22,124.2,4.99,5.41,0.31
2025-05-23,4724,188,73,229.36,3.98,38.83,1.22,8890,443,39,118.93,4.98,8.8,0.27
2025-05-24,4383,175,50,134.75,3.99,28.57,0.77,11477,572,22,83.79,4.98,3.85,0.15
2025-05-25,5608,224,77,183.68,3.99,34.38,0.82,9185,458,52,64.69,4.99,11.35,0.14
2025-05-26,3326,133,36,178.22,4.0,27.07,1.34,11938,595,23,71.4,4.98,3.87,0.12
2025-05-27,4792,191,54,187.18,3.99,28.27,0.98,9317,465,51,127.06,4.99,10.97,0.27
2025-05-28,4759,190,67,222.3,3.99,35.26,1.17,10621,530,45,118.5,4.99,8.49,0.22
2025-05-29,3989,159,53,143.1,3.99,33.33,0.9,11491,573,46,113.15,4.99,8.03,0.2
2025-05-30,5262,210,74,168.0,3.99,35.24,0.8,9511,474,13,70.45,4.98,2.74,0.15
2025-05-31,5482,219,79,247.47,3.99,36.07,1.13,7449,371,48,111.19,4.98,12.94,0.3
2025-06-01,3951,158,61,102.7,4.0,38.61,0.65,8354,416,42,121.77,4.98,10.1,0.29
2025-06-02,3722,148,52,128.76,3.98,35.14,0.87,8293,413,34,128.85,4.98,8.23,0.31
2025-06-03,5079,203,85,144.13,4.0,41.87,0.71,9465,472,57,61.06,4.99,12.08,0.13
2025-06-04,5717,228,81,273.6,3.99,35.53,1.2,10102,504,45,114.76,4.99,8.93,0.23
2025-06-05,5332,213,83,306.72,3.99,38.97,1.44,8849,441,59,61.53,4.98,13.38,0.14
2025-06-06,3428,137,36,205.5,4.0,26.28,1.5,10175,507,7,116.55,4.98,1.38,0.23
2025-06-07,4500,180,69,171.0,4.0,38.33,0.95,11281,563,5,110.85,4.99,0.89,0.2
2025-06-08,3285,131,44,98.25,3.99,33.59,0.75,10199,509,12,71.87,4.99,2.36,0.14
2025-06-09,5065,202,60,189.88,3.99,29.7,0.94,8233,410,42,121.29,4.98,10.24,0.3
2025-06-10,3768,150,54,202.5,3.98,36.0,1.35,8437,421,15,65.47,4.99,3.56,0.16
2025-06-11,5637,225,77,159.75,3.99,34.22,0.71,10352,516,17,126.11,4.98,3.29,0.24
2025-06-12,4394,175,64,253.75,3.98,36.57,1.45,11030,550,26,80.95,4.99,4.73,0.15
2025-06-13,3193,127,49,106.68,3.98,38.58,0.84,7252,361,7,115.11,4.98,1.94,0.32
2025-06-14,5549,221,69,329.29,3.98,31.22,1.49,7018,350,30,133.9,4.99,8.57,0.38
2025-06-15,3987,159,60,213.06,3.99,37.74,1.34,9759,487,35,87.19,4.99,7.19,0.18
2025-06-16,4136,165,57,216.15,3.99,34.55,1.31,7222,360,33,100.23,4.98,9.17,0.28
2025-06-17,5161,206,78,168.92,3.99,37.86,0.82,7002,349,27,97.05,4.98,7.74,0.28
2025-06-18,4701,188,64,95.88,4.0,34.04,0.51,8259,412,13,72.61,4.99,3.16,0.18
2025-06-19,3946,157,52,138.16,3.98,33.12,0.88,11949,596,11,107.22,4.99,1.85,0.18
2025-06-20,3830,153,53,122.4,3.99,34.64,0.8,11323,565,44,119.44,4.99,7.79,0.21
2025-06-21,4920,196,69,105.84,3.98,35.2,0.54,11594,578,34,133.35,4.99,5.88,0.23
2025-06-22,5972,238,79,240.38,3.99,33.19,1.01,9568,477,27,128.06,4.99,5.66,0.27
2025-06-23,3054,122,40,109.8,3.99,32.79,0.9,8885,443,57,100.8,4.99,12.87,0.23
2025-06-24,3799,151,46,170.63,3.97,30.46,1.13,8299,414,47,117.52,4.99,11.35,0.28
2025-06-25,3777,151,50,169.12,4.0,33.11,1.12,9338,466,59,124.06,4.99,12.66,0.27
2025-06-26,4481,179,66,110.98,3.99,36.87,0.62,8076,403,42,99.48,4.99,10.42,0.25
2025-06-27,4901,196,67,290.08,4.0,34.18,1.48,10758,536,11,69.23,4.98,2.05,0.13
2025-06-28,5209,208,77,143.52,3.99,37.02,0.69,10181,508,49,95.03,4.99,9.65,0.19
2025-06-29,5134,205,70,194.75,3.99,34.15,0.95,11810,589,5,127.4,4.99,0.85,0.22
2025-06-30,3054,122,35,120.78,3.99,28.69,0.99,7947,396,38,107.73,4.98,9.6,0.27
2025-07-01,4823,192,70,251.52,3.98,36.46,1.31,10738,535,6,117.96,4.98,1.12,0.22
2025-07-02,4201,168,55,100.8,4.0,32.74,0.6,9731,485,42,74.82,4.98,8.66,0.15
2025-07-03,3832,153,52,142.29,3.99,33.99,0.93,11007,549,21,137.15,4.99,3.83,0.25
2025-07-04,3312,132,52,149.16,3.99,39.39,1.13,7869,392,30,92.33,4.98,7.65,0.24
2025-07-05,5806,232,75,167.04,4.0,32.33,0.72,7093,354,12,112.29,4.99,3.39,0.32
2025-07-06,4858,194,68,219.22,3.99,35.05,1.13,9987,498,33,61.51,4.99,6.63,0.12
2025-07-07,5007,200,69,284.0,3.99,34.5,1.42,11655,581,15,70.19,4.98,2.58,0.12
2025-07-08,5006,200,73,300.0,4.0,36.5,1.5,8775,437,44,122.56,4.98,10.07,0.28
2025-07-09,5490,219,80,116.07,3.99,36.53,0.53,9260,462,14,137.44,4.99,3.03,0.3
2025-07-10,4790,191,68,141.34,3.99,35.6,0.74,7435,371,38,85.6,4.99,10.24,0.23
2025-07-11,3327,133,44,107.73,4.0,33.08,0.81,11947,596,57,62.97,4.99,9.56,0.11
2025-07-12,5808,232,83,208.8,3.99,35.78,0.9,11300,563,48,88.87,4.98,8.53,0.16
2025-07-13,5626,225,85,166.5,4.0,37.78,0.74,10144,506,23,61.4,4.99,4.55,0.12
2025-07-14,4287,171,59,119.7,3.99,34.5,0.7,10587,528,12,75.39,4.99,2.27,0.14
2025-07-15,5143,205,70,297.25,3.99,34.15,1.45,7076,353,50,120.2,4.99,14.16,0.34
2025-07-16,4111,164,59,232.88,3.99,35.98,1.42,7815,390,9,134.97,4.99,2.31,0.35
2025-07-17,4311,172,60,94.6,3.99,34.88,0.55,7767,387,43,67.0,4.98,11.11,0.17
2025-07-18,5861,234,75,196.56,3.99,32.05,0.84,10685,533,23,104.63,4.99,4.32,0.2
2025-07-19,5538,221,78,201.11,3.99,35.29,0.91,7105,354,30,80.31,4.98,8.47,0.23
2025-07-20,3451,138,41,102.12,4.0,29.71,0.74,10916,544,48,71.12,4.98,8.82,0.13
2025-07-21,4523,180,64,203.4,3.98,35.56,1.13,9873,492,46,77.52,4.98,9.35,0.16
2025-07-22,3164,126,40,143.64,3.98,31.75,1.14,10346,516,51,106.22,4.99,9.88,0.21
2025-07-23,3181,127,44,171.45,3.99,34.65,1.35,10148,506,34,65.21,4.99,6.72,0.13
2025-07-24,5516,220,78,272.8,3.99,35.45,1.24,10148,506,7,94.74,4.99,1.38,0.19
2025-07-25,3909,156,66,162.24,3.99,42.31,1.04,8465,422,58,70.82,4.99,13.74,0.17
